text,published_on,id,code,username,like_count,reply_count,image_count,videos,url,repost_count,keyword,emotion,locale_context,lang_detect
"What’s everyone reading this weekend?

Here’s my lineup
📖: bride (41%)
🎧: conform (42%)
📱: after the rain (5%)",1762607261,3761344786776033301_63251163318,DQy-ye1jYgV,lit.lark,4,0,,,https://www.threads.net/@lit.lark/post/DQy-ye1jYgV,0,weekend,neutral,en-US,en
When I miss you,1761396951,3751191971466704912_69616654410,DQO6TkvkfgQ,juiislam.15,575,0,,,https://www.threads.net/@juiislam.15/post/DQO6TkvkfgQ,0,miss you,sad,ru-RU,en
"Today is the day my youngest child has been dead longer than he was alive and I don’t know how to adequately describe how fucked up that is. You’re not supposed to outlive your kids. 

My perfect, sweet JJ. I’ll miss you forever. ✨🐇",1762531573,3760709866684486104_63275363605,DQwubLbCRHY,jessyroos,8394,0,,,https://www.threads.net/@jessyroos/post/DQwubLbCRHY,0,miss you,sad,ru-RU,en
"i died on august 17 , 2025 but no one noticed because i wasn’t the one in the casket💔…babygirl and i miss you so much #gunviolenceawareness #forever21 #weloveyou 🧡",1762138906,3757415942348083418_67541670875,DQlBeRVDBDa,kenzie.550,715,0,,,https://www.threads.net/@kenzie.550/post/DQlBeRVDBDa,0,miss you,sad,ru-RU,en
I Miss you..😊🌸,1762607714,3761348248620671527_77864854571,DQy_k27kqIn,cute.princess.of.sky,401,0,,"['https://instagram.fala4-3.fna.fbcdn.net/o1/v/t16/f2/m84/AQN86X_WyVdi5qmV6cEaI5Zpyj-G3CHONlcJi-KaXQJ-hFp8YW8Zwyjvs7yJ_l8vVFS9d68rnShuGkeY_dEVZ0aLekUtsOlrrUB34UE.mp4?_nc_cat=110&_nc_oc=AdnWjwnent2l5CT474ap_gmbbIh-LQ5w4RSFcQUXbZZne8psm4Y-KmJoV4v-a6mwgZE&_nc_sid=5e9851&_nc_ht=instagram.fala4-3.fna.fbcdn.net&_nc_ohc=5cHsTBJy0KsQ7kNvwHx9nSD&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy44ODguZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoxMjIxMTk4NTczMzY2ODM5LCJhc3NldF9hZ2VfZGF5cyI6MCwidmlfdXNlY2FzZV9pZCI6MTAxNjQsImR1cmF0aW9uX3MiOjEyLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=863e1e3ece86c135&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC80RTQxMTdCMjkxMkU4OTQ1QjM5NDRBQjNDNTBFQkM5N192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTW9WaHlKWWR1ZXBuemNFQURsYVBVT3Nscjk1YnNwVEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm7rjTso6rqwQVAigCQzMsF0Ao7peNT987GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XongEA&_nc_gid=xctfizIKDiPWd3z_JtLA9A&_nc_zt=28&oh=00_AfhlAsvRsFYXZkWnfmKXIAyn4OC-kir0gp0cVi3jGBr6Cw&oe=6911757E', 'https://instagram.fala4-3.fna.fbcdn.net/o1/v/t16/f2/m84/AQN86X_WyVdi5qmV6cEaI5Zpyj-G3CHONlcJi-KaXQJ-hFp8YW8Zwyjvs7yJ_l8vVFS9d68rnShuGkeY_dEVZ0aLekUtsOlrrUB34UE.mp4?_nc_cat=110&_nc_oc=AdnWjwnent2l5CT474ap_gmbbIh-LQ5w4RSFcQUXbZZne8psm4Y-KmJoV4v-a6mwgZE&_nc_sid=5e9851&_nc_ht=instagram.fala4-3.fna.fbcdn.net&_nc_ohc=5cHsTBJy0KsQ7kNvwHx9nSD&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy44ODguZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoxMjIxMTk4NTczMzY2ODM5LCJhc3NldF9hZ2VfZGF5cyI6MCwidmlfdXNlY2FzZV9pZCI6MTAxNjQsImR1cmF0aW9uX3MiOjEyLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=863e1e3ece86c135&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC80RTQxMTdCMjkxMkU4OTQ1QjM5NDRBQjNDNTBFQkM5N192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTW9WaHlKWWR1ZXBuemNFQURsYVBVT3Nscjk1YnNwVEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm7rjTso6rqwQVAigCQzMsF0Ao7peNT987GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XongEA&_nc_gid=xctfizIKDiPWd3z_JtLA9A&_nc_zt=28&oh=00_AfhlAsvRsFYXZkWnfmKXIAyn4OC-kir0gp0cVi3jGBr6Cw&oe=6911757E', 'https://instagram.fala4-3.fna.fbcdn.net/o1/v/t16/f2/m84/AQN86X_WyVdi5qmV6cEaI5Zpyj-G3CHONlcJi-KaXQJ-hFp8YW8Zwyjvs7yJ_l8vVFS9d68rnShuGkeY_dEVZ0aLekUtsOlrrUB34UE.mp4?_nc_cat=110&_nc_oc=AdnWjwnent2l5CT474ap_gmbbIh-LQ5w4RSFcQUXbZZne8psm4Y-KmJoV4v-a6mwgZE&_nc_sid=5e9851&_nc_ht=instagram.fala4-3.fna.fbcdn.net&_nc_ohc=5cHsTBJy0KsQ7kNvwHx9nSD&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy44ODguZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoxMjIxMTk4NTczMzY2ODM5LCJhc3NldF9hZ2VfZGF5cyI6MCwidmlfdXNlY2FzZV9pZCI6MTAxNjQsImR1cmF0aW9uX3MiOjEyLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=863e1e3ece86c135&_nc_vs=HBksFQIYTGlnX2JhY2tmaWxsX3RpbWVsaW5lX3ZvZC80RTQxMTdCMjkxMkU4OTQ1QjM5NDRBQjNDNTBFQkM5N192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTW9WaHlKWWR1ZXBuemNFQURsYVBVT3Nscjk1YnNwVEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm7rjTso6rqwQVAigCQzMsF0Ao7peNT987GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XongEA&_nc_gid=xctfizIKDiPWd3z_JtLA9A&_nc_zt=28&oh=00_AfhlAsvRsFYXZkWnfmKXIAyn4OC-kir0gp0cVi3jGBr6Cw&oe=6911757E']",https://www.threads.net/@cute.princess.of.sky/post/DQy_k27kqIn,0,miss you,sad,ru-RU,fr
I miss you too ❤️,1762625603,3761498648837498393_77339003250,DQzhxeDEiYZ,shamim.fren,0,0,,,https://www.threads.net/@shamim.fren/post/DQzhxeDEiYZ,0,miss you,sad,ru-RU,fi
"miss you LIVE【Blu-ray】 [ Mr.Children ]

▼楽天市場
https://hb.afl.rakuten.co.jp/hgc/g00q072f.gvfjn824.g00q072f.gvfjoc97/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fbook%2F18230294%2F&rafcid=wsc_i_ra_1057060648789645320
▼Amazon検索
https://www.amazon.co.jp/s?k=miss%20you%20LIVE%E3%80%90Blu-ray%E3%80%91&tag=t2k7zwrk3407-22
▼メルカリ検索
https://jp.mercari.com/search?afid=9352130451&keyword=miss%20you%20LIVE%E3%80%90Blu-ray%E3%80%91

Mr.Children #PR #フォロバ100",1746880542,3629419489813094924_63318049522,DJeScvnMGIM,tokumaru_joho,0,0,,,https://www.threads.net/@tokumaru_joho/post/DJeScvnMGIM,0,miss you,sad,ru-RU,en
"We will miss you cousin Gary Horton. But we will see you on the other side. This song for you. 

file:///var/mobile/Library/SMS/Attachments/43/03/F93AB9AA-E994-4B1E-8A63-6212AB6302A8/See%20You%20on%20the%20Other%20Side.mp3",1759586708,3736006555499149240_68020401066,DPY9isDDre4,leader_god_country_world,0,0,,,https://www.threads.net/@leader_god_country_world/post/DPY9isDDre4,0,miss you,sad,ru-RU,en
"i miss you, i miss us",1756560779,3710623216511846458_75690816369,DN-yCfbgYg6,sheeeontheotherside,1312,0,,,https://www.threads.net/@sheeeontheotherside/post/DN-yCfbgYg6,0,miss you,sad,kk-KZ,et
"i hope you miss me, like i miss you.

#foryou #relatable #fypシ",1749655049,3652693742479580014_70699373406,DKw-ZshyZtu,_lussforlife,328,0,,"['https://instagram.fala4-1.fna.fbcdn.net/o1/v/t2/f2/m367/AQM6nEuhVUN2zkJ8fgDr29zh7vuD0KPxA8IpxZykIDygmljc-jnZSMfz4_ipRYxjvNXeiUD5tqVVD5mvHYkl9TnTPocaohb2x_d3aEQ.mp4?_nc_cat=101&_nc_oc=AdkZ7WMk_E9ZQFiQ4o9crRkY_g0OmLeAXDcTDJMfoW0kwtVpLiL-LGbzotGBYAGhJYk&_nc_sid=5e9851&_nc_ht=instagram.fala4-1.fna.fbcdn.net&_nc_ohc=KXNUzpcOHX0Q7kNvwF6Yh3L&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy4xMDAwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTc3MDM3MzQ4MDU3Mzc5OSwiYXNzZXRfYWdlX2RheXMiOjE1MCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjEwLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=e69cdafc691d7030&_nc_vs=HBksFQIYQGlnX2VwaGVtZXJhbC8zNzRGNkUxREEwMTQzNDA2MTRBOEREQzZEOUQwN0I4NF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTmF6TFI1WnZlOE9KOThFQUI4WXd4TldPOVVVYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmzq3vpqaJpQYVAigCQzMsF0AlEOVgQYk3GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XmnQEA&_nc_gid=EUJcHTjaJGzOgNafJs5pqQ&_nc_zt=28&oh=00_AfgbSUlMbMze85X8njzcpbX4g7zO_6wkcjo88nqjX70RZw&oe=69155E4A', 'https://instagram.fala4-1.fna.fbcdn.net/o1/v/t2/f2/m367/AQM6nEuhVUN2zkJ8fgDr29zh7vuD0KPxA8IpxZykIDygmljc-jnZSMfz4_ipRYxjvNXeiUD5tqVVD5mvHYkl9TnTPocaohb2x_d3aEQ.mp4?_nc_cat=101&_nc_oc=AdkZ7WMk_E9ZQFiQ4o9crRkY_g0OmLeAXDcTDJMfoW0kwtVpLiL-LGbzotGBYAGhJYk&_nc_sid=5e9851&_nc_ht=instagram.fala4-1.fna.fbcdn.net&_nc_ohc=KXNUzpcOHX0Q7kNvwF6Yh3L&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy4xMDAwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTc3MDM3MzQ4MDU3Mzc5OSwiYXNzZXRfYWdlX2RheXMiOjE1MCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjEwLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=e69cdafc691d7030&_nc_vs=HBksFQIYQGlnX2VwaGVtZXJhbC8zNzRGNkUxREEwMTQzNDA2MTRBOEREQzZEOUQwN0I4NF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTmF6TFI1WnZlOE9KOThFQUI4WXd4TldPOVVVYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmzq3vpqaJpQYVAigCQzMsF0AlEOVgQYk3GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XmnQEA&_nc_gid=EUJcHTjaJGzOgNafJs5pqQ&_nc_zt=28&oh=00_AfgbSUlMbMze85X8njzcpbX4g7zO_6wkcjo88nqjX70RZw&oe=69155E4A', 'https://instagram.fala4-1.fna.fbcdn.net/o1/v/t2/f2/m367/AQM6nEuhVUN2zkJ8fgDr29zh7vuD0KPxA8IpxZykIDygmljc-jnZSMfz4_ipRYxjvNXeiUD5tqVVD5mvHYkl9TnTPocaohb2x_d3aEQ.mp4?_nc_cat=101&_nc_oc=AdkZ7WMk_E9ZQFiQ4o9crRkY_g0OmLeAXDcTDJMfoW0kwtVpLiL-LGbzotGBYAGhJYk&_nc_sid=5e9851&_nc_ht=instagram.fala4-1.fna.fbcdn.net&_nc_ohc=KXNUzpcOHX0Q7kNvwF6Yh3L&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy4xMDAwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTc3MDM3MzQ4MDU3Mzc5OSwiYXNzZXRfYWdlX2RheXMiOjE1MCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjEwLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=e69cdafc691d7030&_nc_vs=HBksFQIYQGlnX2VwaGVtZXJhbC8zNzRGNkUxREEwMTQzNDA2MTRBOEREQzZEOUQwN0I4NF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTmF6TFI1WnZlOE9KOThFQUI4WXd4TldPOVVVYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmzq3vpqaJpQYVAigCQzMsF0AlEOVgQYk3GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XmnQEA&_nc_gid=EUJcHTjaJGzOgNafJs5pqQ&_nc_zt=28&oh=00_AfgbSUlMbMze85X8njzcpbX4g7zO_6wkcjo88nqjX70RZw&oe=69155E4A']",https://www.threads.net/@_lussforlife/post/DKw-ZshyZtu,0,miss you,sad,kk-KZ,no
i'm tired of this situation..,1756909453,3713548102780809459_63678594865,DOJLFMCk3Dz,good_heart_never_win,21285,0,,,https://www.threads.net/@good_heart_never_win/post/DOJLFMCk3Dz,0,tired,sad,ru-RU,en
"So tired of seeing racist posts about Zohran from people who don’t live in our great city. 

Your Anti-Muslim hate and racism are the problem, not our Muslim friends and neighbors. 

We model kindness and respect for our kids, not hate and division.",1761162630,3749226344761667570_63418277485,DQH7X8ODi_y,msrachelforlittles,48511,0,,,https://www.threads.net/@msrachelforlittles/post/DQH7X8ODi_y,0,tired,sad,ru-RU,en
"finally deleted all may dating apps. Not just the app, all my accounts. No, I didn’t meet someone. I’m just tired with dry as sahara desert conversations that is obviously going nowhere.🤧",1762133049,3757366810707684422_67999877194,DQk2TT7EuxG,ghie_xx,1391,0,,,https://www.threads.net/@ghie_xx/post/DQk2TT7EuxG,0,tired,sad,ru-RU,en
I am tired,1762597543,3761263269857114862_75744358214,DQysQQSjrru,_sharbear_,133,0,,,https://www.threads.net/@_sharbear_/post/DQysQQSjrru,0,tired,sad,ru-RU,da
"We are not tired of you ,the first thing I check when I wake up is your video",1762600871,3761291185197439189_77922698267,DQyymeegFjV,sarkodielucy,1,0,,,https://www.threads.net/@sarkodielucy/post/DQyymeegFjV,0,tired,sad,ru-RU,en
I’m honestly getting tired of the first reaction to anything being is it AI?,1762617085,3761427198331435606_68732427701,DQzRhulCbpW,the_beardedstay,48,0,,,https://www.threads.net/@the_beardedstay/post/DQzRhulCbpW,0,tired,sad,ru-RU,en
"And a lot of people are really tired of AI being in everything. Unfortunately, it really seems like it was used for this, and people are allowed to call it out",1762627407,3761513781072427468_70280416580,DQzlNrCjvnM,pactofthefae,7,0,,,https://www.threads.net/@pactofthefae/post/DQzlNrCjvnM,0,tired,sad,ru-RU,en
I didn’t say people aren’t allowed to call it out I am just tired of seeing that being the first reaction for a lot of stuff that skz puts out. I think ai is the future for these sorts of things so I think it will be inevitable that it is used more and more.,1762627765,3761516789940540014_68732427701,DQzl5dREtJu,the_beardedstay,0,0,,,https://www.threads.net/@the_beardedstay/post/DQzl5dREtJu,0,tired,sad,ru-RU,en
I’m tired of seeing Sandra 😂,1762569181,3761025350907299162_63262723032,DQx2KFAEYVa,bravogirltalk,145,0,,,https://www.threads.net/@bravogirltalk/post/DQx2KFAEYVa,0,tired,sad,ru-RU,en
"I miss who I was before Trump came into office. I’m tired of waking up with dread and anger. 
I miss the country I believed we were — one where I didn’t feel so consumed by frustration and distrust. A place where decency mattered. 
I miss not feeling this constant anger.
I miss peace. I miss civility.",1762606908,3761341828297709079_65593111632,DQy-HbigNYX,robevac,8089,0,,,https://www.threads.net/@robevac/post/DQy-HbigNYX,0,tired,sad,ru-RU,en
"Im tired of seeing all these people wearing $200 Jordans and $1,000 worth of gold around their necks complaining about their SNAP benefits not being there.",1762599996,3761283841995779584_62846706383,DQyw7nlky4A,strawn.josh,896,0,,,https://www.threads.net/@strawn.josh/post/DQyw7nlky4A,0,tired,sad,ru-RU,en
I get tired of seeing family’s with children worrying about eating because their snap benefits have been cut off.,1762602155,3761301951775612405_63204199617,DQy1DJokZ31,hhemlepp,63,0,,,https://www.threads.net/@hhemlepp/post/DQy1DJokZ31,0,tired,sad,ru-RU,en
I’m tired of maga lying about 70% of Americans who rely on SNAP.,1762606631,3761339500249241219_77306277051,DQy9ljYAFaD,barbly6163,36,0,,,https://www.threads.net/@barbly6163/post/DQy9ljYAFaD,0,tired,sad,ru-RU,en
"I’m tired of a 79 year old felon, that wakes up and paints himself orange everyday, using taxpayer dollars to redo the White House in 24k gold, while his wicked following blame the poor for all the country’s issues like good sheep. 
Stop worshipping billionaires. Trump isn’t going to invite you to his ballroom",1762605667,3761331416726503572_70853463141,DQy7v7AgACU,aberney320,92,0,,,https://www.threads.net/@aberney320/post/DQy7v7AgACU,0,tired,sad,ru-RU,en
"What did he call Joe Biden again? Sleepy Joe? Well here’s a few for the fatigued fascist himself:

The Commander in Sleep
The Tired Tyrant
Yawnold J Trump
The Snoozer Loser
Nap-polean
47 Winks
Don Snoreleone
The Nodfather
Narcoleptic Nero
Lord of da Z’s",1762612245,3761386592511561065_63083894475,DQzIS1dkY1p,guy_fawkes_news,2595,0,,,https://www.threads.net/@guy_fawkes_news/post/DQzIS1dkY1p,0,tired,sad,ru-RU,en
I’m so tired of seeing Erika Kirk.,1762561098,3760957546006958579_63389732807,DQxmvYxEdHz,nliddle16,9905,0,,,https://www.threads.net/@nliddle16/post/DQxmvYxEdHz,0,tired,sad,ru-RU,da
I'm so tired of people talking about Charlie Kirk every 2 minutes like he was some sort of saint,1762590969,3761208123517057324_66210934842,DQyftxQjDks,strawb3rrymoo,21,0,,,https://www.threads.net/@strawb3rrymoo/post/DQyftxQjDks,0,tired,sad,ru-RU,en
Well get off social media.  No one is making you.  You are not tired of seeing her.  Your guilt is overcoming you.  And you are tired of the way it makes you feel. Just remember that GOD Wins,1762606972,3761342358257497959_74179300698,DQy-PJGkXdn,bradnole111,0,0,,,https://www.threads.net/@bradnole111/post/DQy-PJGkXdn,0,tired,sad,ru-RU,en
Tired some studying all day. Who can help me relax my mind?,1762555111,3760907318109318269_75613711375,DQxbUeZEqx9,miracle.toes,1619,0,,,https://www.threads.net/@miracle.toes/post/DQxbUeZEqx9,0,tired,sad,ru-RU,en
may i help you since im also tired and stress,1762576788,3761089157226662522_76026320924,DQyEqlREYp6,alvin.macapinlac,1,0,,,https://www.threads.net/@alvin.macapinlac/post/DQyEqlREYp6,0,tired,sad,ru-RU,en
"🌤️ “Even though tired today, just cleaning mind while shower...it's like starting over again...good things are always waiting.”",1762571368,3761043693941001382_73765404988,DQx6VASE4ym,ttomm08,259,0,,,https://www.threads.net/@ttomm08/post/DQx6VASE4ym,0,tired,sad,ru-RU,en
"Happy Saturday! Only 4 hours in on an 18 hour shift. Tired already, maybe. Blessed to be here, Definitely. A smile and blessings for Everyone. I hope you can find some peace today in this crazy world. If not, I'll share some of mine.",1762614089,3761402060022593517_77606023911,DQzLz6tEbft,stephanie251565,140,0,,,https://www.threads.net/@stephanie251565/post/DQzLz6tEbft,0,tired,sad,ru-RU,en
All I want is a relationship that will lead to marriage is that much to ask I'm just so tired of all this fake men's here 😪,1762591760,3761214757739970004_78300531024,DQyhOT3DD3U,ocho.averonica4,305,0,,,https://www.threads.net/@ocho.averonica4/post/DQyhOT3DD3U,0,tired,sad,ru-RU,en
I'm just so tired of this Internet of a thing,1762614573,3761406127272389864_78300531024,DQzMvGoDGzo,ocho.averonica4,0,0,,,https://www.threads.net/@ocho.averonica4/post/DQzMvGoDGzo,0,tired,sad,ru-RU,en
"Baby, I’m so tired of the unsolicited opinions on what’s realistic and what’s not. 1. We write fiction!!! 2. Just because YOU have never experienced something doesn’t mean it’s not real. Y’all want the MMC unhinged, but with limits. Y’all want BDE, but his 🍆 can’t be too big!  Y’all want them schmedium ugly with a regular job cause you’re tired of street pharmacist. Well I’m sorry that you’ve never had a fine, baby leg having, coke-slanging 🥷🏾 threatening to 💀 a man for looking at you. I HAVE!! 🤷🏾‍♀️",1762613901,3761400485463870818_62855231874,DQzLdASDk1i,author_kami,98,0,,,https://www.threads.net/@author_kami/post/DQzLdASDk1i,0,tired,sad,ru-RU,en
"I am at a crazy point in my life.  Im tired of being alone.  Living alone, sleeping alone, paying all these mf bills alone(shxts lame). But also I am a Scorpio so…. I want to be left alone when I need to be alone. 😭🥴",1762611731,3761382286974646044_63430423558,DQzHULnkfcc,__cazimi__,140,0,,,https://www.threads.net/@__cazimi__/post/DQzHULnkfcc,0,tired,sad,ru-RU,en
"Name: Pooja (a.k.a. limited edition chaos)
Age: Depends on the situation — 19 when vibing, 80 when tired.
Height: Tall enough to reach snacks on top shelf.
Education: pls skip .
Skills:Gives emotional advice I can’t follow myself.
Always zone out and say huh . 
Weakness: Puppies, cats ,  sky  and pretty eyes.
Achievements:Survived 2020–2025 without turning into a villain
Made 0 gym appearances but 100 emotional comebacks. 
Hobbies : writing
Goal in life: have a decent normal good spritual life.",1762615851,3761416843895668285_76407441751,DQzPLDQkn49,lilthingsbypooja,19,0,,,https://www.threads.net/@lilthingsbypooja/post/DQzPLDQkn49,0,tired,sad,ru-RU,en
"I’m so tired of seeing the “he doesn’t look like Mike” takes about Jaafar Jackson. 

Did Jamie all the way look like Ray Charles? No, but you can’t tell me he didn’t body that role! GIVE IT TIME.",1762616453,3761421896462128944_63087837417,DQzQUk1AFcw,bydreamerkid,82,0,,,https://www.threads.net/@bydreamerkid/post/DQzQUk1AFcw,0,tired,sad,ru-RU,en
I am tired of the false “welfare queen” myth being repeated here. Go investigate what true SNAP recipients look like.,1762609766,3761365801136884594_69305824551,DQzDkR_EQty,k8ryners,57,0,,,https://www.threads.net/@k8ryners/post/DQzDkR_EQty,0,tired,sad,kk-KZ,en
"i’m tired of all you fucking moron, saying the same stupid shit",1762628871,3761526063831859936_63302881029,DQzoAaQEkLg,stewart488,0,0,,,https://www.threads.net/@stewart488/post/DQzoAaQEkLg,0,tired,sad,kk-KZ,en
"I’m tired of seeing morbidly obese people crying about losing SNAP!  They should have been able to live for months on the food they are eating weekly or even daily!  Plus if they had bought nutritious foods instead of soda, cookies, chips, cakes, candy…the food would go further.",1762624280,3761487554349757393_74514723211,DQzfQBgEfPR,jenmariefain,4,0,,,https://www.threads.net/@jenmariefain/post/DQzfQBgEfPR,0,tired,sad,kk-KZ,en
I’m tired of this same old made up scenario.  Show us proof or STFU.,1762629010,3761527232524334195_66047927009,DQzoRarkjRz,mona.shipley.1,0,0,,,https://www.threads.net/@mona.shipley.1/post/DQzoRarkjRz,0,tired,sad,kk-KZ,en
I’m tired of people getting on here lying and rage baiting about SNAP.,1762626103,3761502840633237767_70380926848,DQziud9kSEH,miz_a,0,0,,,https://www.threads.net/@miz_a/post/DQziud9kSEH,0,tired,sad,kk-KZ,en
And there's people tired of you existing. Go fix that mistake.,1762625126,3761494651951000127_63394374363,DQzg3TqEio_,that_renegade_writer,0,0,,,https://www.threads.net/@that_renegade_writer/post/DQzg3TqEio_,0,tired,sad,kk-KZ,en
"This year has been setting records highs in ""people I'm so tired of seeing"".",1762564011,3760981975520599181_69441378176,DQxsS4hjVyN,rt.is.artie,46,0,,,https://www.threads.net/@rt.is.artie/post/DQxsS4hjVyN,0,tired,sad,kk-KZ,en
I dont get tired of seeing beautiful women. You must be into dudes😂,1762575079,3761074822521461008_71181939950,DQyBZ_CDpkQ,jette.josh,1,0,,,https://www.threads.net/@jette.josh/post/DQyBZ_CDpkQ,0,tired,sad,kk-KZ,en
I’m tired of seeing democrats and their hatred for Americans.,1762620632,3761456952589760177_75233339935,DQzYStZCTax,viking75pol,0,0,,,https://www.threads.net/@viking75pol/post/DQzYStZCTax,0,tired,sad,kk-KZ,en
and i am tired of been harrased by all greedy good for nothing women here,1762598938,3761274968349959342_63136446917,DQyu6fXEWSu,saenz.josem,4,0,,,https://www.threads.net/@saenz.josem/post/DQyu6fXEWSu,0,tired,sad,kk-KZ,en
"I'm tired of all the women too. I just wanted a long-term relationship, marriage my dear.",1762628591,3761523717512384147_65133478844,DQzneREiE6T,criciotoiuvilidi,0,0,,,https://www.threads.net/@criciotoiuvilidi/post/DQzneREiE6T,0,tired,sad,kk-KZ,en
"I’m so tired of femmes expecting a masc to act like a man. Pay for all the dates, open the doors etc.

Leave the heteronormativity for the straight people PLEASE!",1762555978,3760914590059362957_63399582314,DQxc-S7EnqN,its.polyg,287,0,,,https://www.threads.net/@its.polyg/post/DQxc-S7EnqN,0,tired,sad,kk-KZ,en
"🏳️‍🌈 Oof, I am needing some Queer joy this morning...I need an algorithm reset and some love! 
If you're Queer, woke, and kind please interact, share a selfie, whatever! 🏳️‍🌈♥️🏳️‍⚧️",1762523765,3760644369163606505_63600289115,DQwfiEGkdnp,aidanwharton,1567,0,,,https://www.threads.net/@aidanwharton/post/DQwfiEGkdnp,0,joy,happy,ru-RU,en
"Y'all. The way that this post has completely brightened my whole weekend! Thank you all for being such wonderful, joyous people! ♥️",1762618760,3761441249878970142_63600289115,DQzUuNGiY8e,aidanwharton,9,0,,,https://www.threads.net/@aidanwharton/post/DQzUuNGiY8e,0,joy,happy,ru-RU,en
Sorry I missed the morning.  Sending joy to you this evening.,1762554825,3760904921894969863_70320682724,DQxaxmvkWIH,nvtro,0,0,,,https://www.threads.net/@nvtro/post/DQxaxmvkWIH,0,joy,happy,ru-RU,en
